Date,MaxTemperature,MeanTemperature,MinTemperature,RHumidity,Rainfall,WindSpeed,Demand(MW)
1/26/2019,30.2,22.1,16,68,0,2,319
1/27/2019,30.2,22.1,17,67,0,2,314
1/28/2019,27,21.1,17.4,74,0,3,316
1/29/2019,27.7,20.3,16.2,72,0,4,307
1/30/2019,25.8,17.8,12.8,69,0,2,258
1/31/2019,29,19.6,12.5,63,0,2,318
2/1/2019,30.5,21,14,60,0,3.3,306
2/2/2019,29.5,20.6,15,65,0,3,313
2/3/2019,28.6,19.8,14.2,66,0,3,322
2/4/2019,28.8,20.1,13.6,65,0,3.3,321
2/5/2019,29.8,20.2,13.7,68,0,4,322
2/6/2019,28.5,20.1,14.4,65,0,2,334
2/7/2019,29.4,20.7,14.8,63,0,4,331
2/8/2019,29.9,22.4,16,62,0,3,313
2/9/2019,29.2,22.9,18.5,66,0,6.5,325
2/10/2019,28.7,20.7,17.6,57,0,2.5,326
2/11/2019,29.5,21.2,13.7,56,0,2,327
2/12/2019,29.8,21.1,13.2,64,0,2,325
2/13/2019,31.1,21.6,15,63,0,2,328
2/14/2019,30.5,21.9,14.9,63,0,3,305
2/15/2019,30.8,22.6,15.5,66,0,2.7,301
2/16/2019,25.9,20.8,17,74,0,2,326
2/17/2019,21.8,17.8,15.1,89,0,3,307
2/18/2019,27,20,14.6,69,9,3.3,311
2/19/2019,28.8,21,14,63,0,5,311
2/20/2019,27.3,20.7,16.1,77,0,2,319
2/21/2019,29.3,22.3,17.2,75,0,3.5,315
2/22/2019,29.6,22.6,17.3,72,0,2,302
2/23/2019,28,22.4,19,84,0,3,324
2/24/2019,30.4,22.3,20.2,70,0,4,324
2/25/2019,24.8,19.4,14.6,70,0,3.5,314
2/26/2019,27.5,20.7,16.5,75,1,5,310
2/27/2019,24.1,19.4,17.2,89,0,3.3,254
2/28/2019,24,19,16.8,88,19,2,284
3/1/2019,26,18.8,15.3,70,16,2,314
3/2/2019,28.2,20.5,13.2,61,0,4,311
3/3/2019,28.8,21.5,14.4,64,0,8,322
3/4/2019,27.5,21.3,16.1,68,0,6,313
3/5/2019,23.6,20,17,85,3,2.7,320
3/6/2019,29.3,23.1,18.2,75,0,2,314
3/7/2019,29.3,22.3,19,74,0,4.5,301
3/8/2019,29.6,22.1,17.2,62,0,5.7,332
3/9/2019,29.2,21.8,14.6,57,0,2,304
3/10/2019,30.3,23.1,15.8,59,0,4,343
3/11/2019,31.2,24.3,17.9,71,0,4,340
3/12/2019,30.4,24.6,19.2,76,0,3,373
3/13/2019,33.5,26.4,21.5,73,0,3,376
3/14/2019,33.7,26.6,21.1,63,0,2,368
3/15/2019,31.6,26.1,21.7,68,0,2,393
3/16/2019,34.3,26.9,21.7,66,0,2,366
3/17/2019,34.6,27.5,21.4,62,0,2.8,348
3/18/2019,30.5,24.1,21,72,0,2,350
3/19/2019,31.4,25,19.4,71,0,2,355
3/20/2019,32.5,25.3,20,66,0,2.5,369
3/21/2019,32,25.3,20.7,69,0,2,304
3/22/2019,29,23.5,19.5,79,0,4,354
3/23/2019,31.4,24.9,19.6,73,20,2,356
3/24/2019,33.4,25.4,19.6,54,0,3,375
3/25/2019,34.5,25.9,19.4,50,0,4.3,301
3/26/2019,34.2,27.1,20.5,47,0,3,321
3/27/2019,31.3,24.4,20.2,60,0,4.7,372
3/28/2019,32,25.6,18.7,58,0,4,373
3/29/2019,33.7,27.4,20.5,56,0,3,423
3/30/2019,34.8,28,23.4,57,0,2,99
3/31/2019,31,22.7,23,80,0,6.2,328
4/1/2019,28.8,22.8,17.8,75,24,2.7,139
4/2/2019,29.6,21.8,19.5,83,25,5,349
4/3/2019,31.8,24.8,17.5,66,7,2,351
4/4/2019,32.4,25.8,20.6,73,0,2,363
4/5/2019,29.9,24.3,19.5,82,41,2,395
4/6/2019,31.8,25.8,20.6,79,9,12,361
4/7/2019,29.4,23.5,19.2,81,15,2,309
4/8/2019,28.1,23.2,20.5,79,0,2.7,268
4/9/2019,24,20.4,19.5,87,0,4,333
4/10/2019,30.4,24.4,18.2,69,18,4.5,416
4/11/2019,33.2,27.1,20.6,64,0,3,402
4/12/2019,34.2,27.9,23.5,71,0,3,438
4/13/2019,35,29.2,23.9,69,0,3,425
4/14/2019,34.6,28.7,24.6,67,0,2,314
4/15/2019,31.5,25.6,18.6,76,0,2,437
4/16/2019,34,28.9,19.5,74,35,2,352
4/17/2019,33.1,26.8,19.3,76,15,3.8,418
4/18/2019,33.8,28.1,23.5,69,0,6,430
4/19/2019,34.7,28.9,22.8,65,0,3,310
4/20/2019,34.2,25.8,24.5,65,0,5,413
4/21/2019,35.9,28.1,20.5,55,0,10,382
4/22/2019,34.8,25.8,23,69,0,6.5,428
4/23/2019,35.9,28.3,21,58,0,3.5,460
4/24/2019,36.6,29.6,22.8,61,0,3,472
4/25/2019,36.7,30.4,24.4,62,0,2.5,463
4/26/2019,36.1,30.4,25.8,62,0,2,451
4/27/2019,31.2,27.7,26.5,81,0,3.3,308
4/28/2019,31.8,24.3,22.3,82,60,4,443
4/29/2019,31.2,26.1,20.5,83,38,6.5,410
4/30/2019,30.1,26.4,20.6,82,62,4,359
5/1/2019,33.2,27.8,23,83,1,3,407
5/2/2019,33.7,27.7,23.6,83,34,3,293
5/3/2019,31.7,26.2,25.3,88,4,3.2,120
5/4/2019,25.7,24.1,22.5,94,28,9,419
5/5/2019,32.3,27.3,22.5,80,54,4.7,460
5/6/2019,31.2,26.5,22.4,83,21,4,478
5/7/2019,33.6,28.2,21.3,76,31,2,490
5/8/2019,34.1,28.5,22.3,80,41,3,441
5/9/2019,33.8,28.5,22.8,80,11,2.7,447
5/10/2019,35,30.2,25,75,19,9.7,505
5/11/2019,35.6,28.8,24.7,74,0,2,493
5/12/2019,33.1,28.6,21.3,77,19,2,277
5/13/2019,33.1,27.5,21.2,79,10,4,445
5/14/2019,33.3,27.4,22.1,76,25,2.7,446
5/15/2019,32.5,26.9,22.4,80,13,2.7,468
5/16/2019,30.2,26.6,22.5,82,37,4,200
5/17/2019,29.2,25.3,23.8,89,18,3.3,412
5/18/2019,30.2,25.8,22.1,87,43,3.3,473
5/19/2019,32.4,28.2,22.5,76,4,2,476
5/20/2019,35.7,30.5,25.5,76,0,2.5,521
5/21/2019,35.7,29.5,24.9,78,0,2,472
5/22/2019,32.6,28,23.8,78,58,2.5,453
5/23/2019,28.8,24.6,22.4,87,13,3,322
5/24/2019,25.2,23.3,22.5,94,34,2.5,381
5/25/2019,31.6,25,22.4,88,28,2,494
5/26/2019,30.3,26.9,23.5,86,20,3,499
5/27/2019,33.3,28.2,23.2,78,30,2,511
5/28/2019,34.5,28.9,22.4,73,27,3,529
5/29/2019,35,29.8,23.1,75,0,2,433
5/30/2019,33.8,29.3,21.6,75,10,3,469
5/31/2019,31.9,27.3,23,79,20,4.3,462
6/1/2019,30.8,26.5,24,85,3,2,436
6/2/2019,31.9,27.3,23,87,2,3,339
6/3/2019,29.3,25.8,25.5,89,6,2.7,361
6/4/2019,26,24,22.7,96,37,5,442
6/5/2019,30.7,26.5,23.5,89,107,3.5,426
6/6/2019,35.3,30.4,24.2,74,5,2,450
6/7/2019,30.8,27.3,26,88,47,4,460
6/8/2019,33.7,28.7,25.5,83,4,2,492
6/9/2019,32.8,28.2,26.4,89,1,2.7,466
6/10/2019,34.2,27.9,25.5,89,7,4,481
6/11/2019,36,29.9,24.8,78,30,10,519
6/12/2019,37,31.9,25.5,73,0,6,453
6/13/2019,36.4,31.3,28,79,0,4,446
6/14/2019,29.8,27.5,25.4,92,73,2,510
6/15/2019,32.8,27.6,25.5,91,14,2.5,481
6/16/2019,31.5,28.1,26.5,89,2,9.5,509
6/17/2019,31.3,27.8,23.1,89,18,2,500
6/18/2019,35.5,30.5,24,80,8,2,522
6/19/2019,36.5,31.2,26.8,76,0,8,470
6/20/2019,34.8,29.3,26,84,52,2.3,505
6/21/2019,34,29.5,26.5,86,20,2,521
6/22/2019,34.7,30.2,27,82,2,2,549
6/23/2019,36,31.9,28,71,0,4,478
6/24/2019,36.2,31.2,27.5,76,0,2,392
6/25/2019,32.9,28.5,28.8,89,0,2.7,406
6/26/2019,30.8,26.3,25,96,88,4,352
6/27/2019,26.6,25.2,24.6,96,108,2,497
6/28/2019,25.8,24.9,23.3,98,73,2.5,480
6/29/2019,34.3,29.2,24.3,83,82,2,507
6/30/2019,34.5,30,26.7,82,0,4,508
7/1/2019,35.8,30.2,26.5,79,22,3,497
7/2/2019,36.4,31.5,26.6,69,0,2,508
7/3/2019,34.6,30.5,26,74,1,2,513
7/4/2019,35.3,30.3,27,81,4,2,454
7/5/2019,34.8,30.3,27.4,81,0,5,476
7/6/2019,34.2,28.1,26.2,91,10,3,423
7/7/2019,31.5,27.4,26,92,32,5,440
7/8/2019,29,27,26,93,17,3.5,433
7/9/2019,28.5,26.9,25.8,93,34,3,368
7/10/2019,30,27.1,26.4,94,10,3.3,366
7/11/2019,27,25.2,24,97,57,4.5,380
7/12/2019,29,25.4,24.2,97,56,4,391
7/13/2019,30,25.7,24.5,97,114,4,377
7/14/2019,27.4,25.4,24.3,96,21,3,477
7/15/2019,25.7,24.9,23.9,96,18,5,503
7/16/2019,31.7,27.5,24.1,88,34,4,474
7/17/2019,34.7,29.9,25,85,5,3.8,478
7/18/2019,36.3,31,26.7,78,0,4,518
7/19/2019,36.5,29.6,26.9,83,0,4,515
7/20/2019,34.8,29.2,26.4,86,11,2.3,477
7/21/2019,33,27.8,25.8,91,39,4,471
7/22/2019,31.9,27.6,24.5,93,90,2,466
7/23/2019,32,28.2,26.4,87,41,3.5,489
7/24/2019,29.9,27,24.4,93,50,2.7,453
7/25/2019,33.1,28.5,25.9,86,9,3,462
7/26/2019,32.4,28.4,25.7,83,2,5.7,504
7/27/2019,33.2,28.8,25.8,82,10,3,520
7/28/2019,36,30.5,26,75,0,3,464
7/29/2019,34.2,29.7,26.5,79,4,4,483
7/30/2019,33.1,28.1,26,85,6,5.5,501
7/31/2019,32,27.6,26.2,88,0,4,375
8/1/2019,34,29.2,25.4,82,45,4,520
8/2/2019,35.4,30.3,26.9,79,3,7,541
8/3/2019,35.1,29.6,25.8,81,17,2.7,547
8/4/2019,35.9,30.4,26.4,81,26,2,510
8/5/2019,36.6,32.4,27.4,75,2,2,520
8/6/2019,37,32.3,28.1,68,0,3.7,509
8/7/2019,36.5,30.1,27.8,77,0,7,524
8/8/2019,34.3,29.1,26.5,84,1,4,493
8/9/2019,34,29.5,26.5,81,7,2,501
8/10/2019,33.6,29.9,26.9,82,4,3,357
8/11/2019,37,32.2,27.6,74,0,4,400
8/12/2019,37.9,31.8,28.8,72,0,4.5,466
8/13/2019,35.3,28.3,24.5,84,37,3.3,424
8/14/2019,31.4,28.3,25.7,90,18,6,445
8/15/2019,32,27.2,25.8,93,10,10,488
8/16/2019,30.3,27,25.8,94,11,4,495
8/17/2019,32.3,28,25,90,100,2,496
8/18/2019,32,27.9,26,90,6,5,504
8/19/2019,34,29.4,26.3,84,9,2,503
8/20/2019,32.8,28.8,25.7,85,16,4,498
8/21/2019,35.8,30.7,26.6,80,0,2,468
8/22/2019,36.2,30.6,27.4,80,0,3,512
8/23/2019,32,28.2,25.6,87,29,2,535
8/24/2019,32.6,28.2,25,86,8,3,526
8/25/2019,35.9,30.3,25,80,15,3,498
8/26/2019,35.2,30.4,27.7,78,0,2,554
8/27/2019,35.4,30.4,25.4,78,11,3,530
8/28/2019,32,28.9,25.5,86,71,2,524
8/29/2019,35,30.7,26.5,78,0,2,534
8/30/2019,35.7,30.9,28,80,0,2,491
8/31/2019,32.5,28.7,25.8,87,0,2,548
9/1/2019,37.8,31.7,27,75,6,3,555
9/2/2019,35.4,31.4,27.5,74,0,3,533
9/3/2019,36.5,31,26.7,77,0,2,501
9/4/2019,34,29.3,25.7,83,45,5,503
9/5/2019,35.1,29.6,25.4,82,5,3,504
9/6/2019,35.2,30.2,26.3,80,2,3,503
9/7/2019,35.5,29.1,26.1,82,2,2,509
9/8/2019,32.1,27.8,26.4,92,39,2,523
9/9/2019,30,27.7,26,93,18,2,477
9/10/2019,32.7,28.5,26.6,89,25,3,461
9/11/2019,34,28.7,26.5,84,3,2.5,505
9/12/2019,32.1,27.3,25.8,92,16,4,538
9/13/2019,31.7,27,25.3,91,28,4,506
9/14/2019,32.6,28.7,25.5,84,55,4.5,524
9/15/2019,32.7,28.9,26.3,85,0,4,539
9/16/2019,32,28.3,26,87,0,2.8,534
9/17/2019,33.1,29.1,25.9,83,1,2,519
9/18/2019,35.3,30.2,26,77,0,3,532
9/19/2019,35.6,30.3,26,77,0,4,477
9/20/2019,35.5,30.2,26.4,77,0,2.7,356
9/21/2019,35.8,29.8,26,79,0,2.8,406
9/22/2019,33.8,28,25.4,87,5,4.3,479
9/23/2019,31.5,27.4,24.7,86,36,3,471
9/24/2019,30.3,26,24.3,90,10,3.5,467
9/25/2019,26.8,25,23.5,95,8,2,415
9/26/2019,32.8,27.9,23.6,82,5,5,441
9/27/2019,32.5,27,23.7,87,0,3.5,381
9/28/2019,31.3,26.9,24,90,0,2,408
9/29/2019,33.3,26.8,24.1,83,0,4,465
9/30/2019,30.3,26.3,23.8,88,0,2,473
10/1/2019,25.5,24.2,24.2,97,6,5,474
10/2/2019,28,25.3,23.1,94,122,4,466
10/3/2019,31.5,27.1,23.9,87,54,2,470
10/4/2019,32.8,27.7,24,87,0,2,434
10/5/2019,31.8,26.9,25,88,0,3,365
10/6/2019,32.8,28.2,24.2,84,73,5,364
10/7/2019,33,27.7,24.3,83,0,5,424
10/8/2019,30.2,26.2,23.9,88,0,2,455
10/9/2019,33.3,27.2,24,81,0,2,467
10/10/2019,27.7,24.5,23,92,2,2.5,494
10/11/2019,31,26.5,23.4,85,5,3,490
10/12/2019,34,27.5,23.3,79,0,2,475
10/13/2019,34.5,28.2,23.5,75,0,3,472
10/14/2019,33.8,28.5,23.4,76,0,5,467
10/15/2019,35.2,29.2,24,75,0,4,467
10/16/2019,33.8,27,23.1,80,0,3.3,502
10/17/2019,34.1,28.4,23.9,78,0,2.3,475
10/18/2019,34.6,28.8,24.5,76,0,2,462
10/19/2019,35.2,29,24.2,76,0,4,447
10/20/2019,33.8,28.2,24,77,0,3,343
10/21/2019,33.2,28.4,24.5,75,0,3,321
10/22/2019,32.5,27.4,25.5,77,0,4,341
10/23/2019,32.6,27,22.5,76,0,5,358
10/24/2019,24.9,22.8,22.4,92,0,6,387
10/25/2019,24,22.4,21,92,10,5,409
10/26/2019,25,23.7,21,97,50,4,427
10/27/2019,29,24.7,22.7,88,26,4,413
10/28/2019,32.8,26.3,22,86,0,3,375
10/29/2019,32.9,27,21.6,84,0,3,418
10/30/2019,32.7,26.9,22.6,77,0,1,427
10/31/2019,32,26,21.8,76,0,2,418
11/1/2019,32,25.9,20.8,77,0,2,399
11/2/2019,32.5,26.8,21,76,0,2,397
11/3/2019,32.8,26.8,22,80,0,2,384
11/4/2019,32.4,26.3,22.9,81,0,2,372
11/5/2019,30.5,25.1,21,85,0,2,348
11/6/2019,30.7,25.1,21.2,83,0,3.5,324
11/7/2019,30.3,25,21.2,79,0,3.3,341
11/8/2019,32.5,26.4,20.5,74,0,2,342
11/9/2019,26.4,24.2,23.1,93,2,2,376
11/10/2019,24.5,23.1,22.1,93,6,3.7,381
11/11/2019,26.8,23.9,22.4,90,1,2,356
11/12/2019,31.1,24.8,21.2,82,0,2,365
11/13/2019,32,25.5,20.5,77,0,2,316
11/14/2019,32.2,25.5,20.6,75,0,2,345
11/15/2019,32.3,24.8,20,79,0,3,349
11/16/2019,31,24.4,19.5,82,0,6,329
11/17/2019,30,24.2,20,79,0,2,329
11/18/2019,30.2,23.7,19.5,79,0,2,320
11/19/2019,29.4,23.4,19.4,81,0,2,328
11/20/2019,29.2,23.1,19.5,77,0,2,327
11/21/2019,28.8,22.1,17.7,75,0,4,328
11/22/2019,29,21.8,17.2,76,0,4,338
11/23/2019,28.9,21.4,16.3,79,0,3,334
11/24/2019,28.9,22.2,17.3,78,0,2,339
11/25/2019,29.5,22.7,17.7,78,0,6,316
11/26/2019,29,22.7,18.6,78,0,3,342
11/27/2019,30.3,23.2,18.1,74,0,3,323
11/28/2019,30.7,23,18,73,0,2.5,319
11/29/2019,30.6,22.8,18.4,79,0,3.5,321
11/30/2019,29.7,22.5,16.9,76,0,4,325
12/1/2019,28.7,21.7,17.6,79,0,1.5,327
12/2/2019,27.8,20.6,17.1,79,0,1,310
12/3/2019,27,19.8,16.2,78,0,1.7,334
12/4/2019,28.2,21,16,74,0,3.5,328
12/5/2019,29.3,22.1,17,67,0,5.7,325
12/6/2019,29,21.1,15.6,64,0,4,331
12/7/2019,29,20.7,15,65,0,2,326
12/8/2019,28.6,21.2,15.7,71,0,6,325
12/9/2019,27.7,20.6,15.8,79,0,1,286
12/10/2019,26.2,19.9,16.3,81,0,1.3,318
12/11/2019,25.6,19.6,16,82,0,2.7,324
12/12/2019,27.2,20.1,15.2,76,0,2,303
12/13/2019,27.3,19.9,15.3,73,0,1.5,318
12/14/2019,28,21,15.2,68,0,2.7,319
12/15/2019,27,20.4,15.1,78,0,2,312
12/16/2019,25.2,19.7,16,85,0,2,293
12/17/2019,26.5,19.6,15.4,79,0,2.3,329
12/18/2019,27.2,20,14.8,74,0,1.5,313
12/19/2019,23,17.9,15.8,84,0,3.8,332
12/20/2019,22.6,17.8,15,83,0,4,312
12/21/2019,22.7,16,13.5,93,0,2,313
12/22/2019,22.5,17.4,14.5,82,0,3,320
12/23/2019,22.2,17.1,13.8,84,0,2,294
12/24/2019,24.8,18,12.1,83,0,3,320
12/25/2019,24.7,18,15.5,81,0,3,310
12/26/2019,25.2,17.5,12.4,75,0,2.8,319
12/27/2019,20,15.7,13.2,87,0,3.3,319
12/28/2019,25,17.5,11.9,79,0,2.5,318
12/29/2019,26.6,18.6,13.5,63,0,5.7,320
12/30/2019,27.2,19.1,12.7,61,0,7,294
12/31/2019,28.8,21.1,13.5,55,0,4,307
1/1/2020,24.8,19.7,16.4,72,0,4,307
1/2/2020,27.7,21.2,16,70,0,2.4,319
1/3/2020,21.7,18,16.4,91,1,4,329
1/4/2020,25,18.9,17,85,12,1,323
1/5/2020,21.1,17.4,15,93,0,2,301
1/6/2020,23.4,17.1,14.4,82,5,3.5,319
1/7/2020,21.8,16,12.3,89,0,2,317
1/8/2020,23,17.2,13.8,83,0,2,316
1/9/2020,19.2,16.1,14.4,91,0,2,321
1/10/2020,26,18,12.4,76,0,5,317
1/11/2020,22.8,16.6,12.8,89,0,4,319
1/12/2020,25.3,17.8,12.4,81,0,1.5,310
1/13/2020,23.7,17.1,13.8,90,0,6,331
1/14/2020,23.6,16.8,14.5,90,0,3.5,315
1/15/2020,26,18.7,12.6,83,0,3,327
1/16/2020,26.9,19.7,14.5,76,0,3,322
1/17/2020,28.6,20.2,14.9,71,0,3.5,322
1/18/2020,29,20.7,14.8,73,0,1.5,321
1/19/2020,28.2,21,16.5,76,0,2.3,313
1/20/2020,23.8,18.8,17.2,82,0,2,324
1/21/2020,24.8,16.7,11.5,71,0,4,311
1/22/2020,25.5,16.6,9.9,61,0,2,329
1/23/2020,24.4,16.7,10,69,0,4,310
1/24/2020,24.7,16.8,11,66,0,3.2,317
1/25/2020,25,17,11,67,0,2,319
1/26/2020,23.6,16.6,11.5,77,0,2,310
1/27/2020,23.1,16.6,12.1,84,0,2,322
1/28/2020,26.3,17.5,12.8,76,0,3,323
1/29/2020,25,18,12.5,77,0,4,310
1/30/2020,26.2,19.4,14.2,74,0,2.7,314
1/31/2020,25.8,19.3,15.4,80,0,2,326
2/1/2020,26,19.3,14.4,78,0,3.5,312
2/2/2020,25,16.7,14,71,0,6.5,313
2/3/2020,24.8,16.6,9.4,67,0,4.3,334
2/4/2020,25.6,18.4,11.5,66,0,2.5,325
2/5/2020,26.2,18.1,12.5,67,0,4,316
2/6/2020,27.1,18.6,12.1,60,0,6,319
2/7/2020,25.8,18.7,11.4,62,0,3,326
2/8/2020,26.6,19.9,13.5,66,0,4.5,328
2/9/2020,27.9,20.4,15.9,64,0,6,308
2/10/2020,27.8,20.3,14.5,70,0,3,327
2/11/2020,28.2,20.3,14,69,0,5,333
2/12/2020,28.8,20.8,14.1,65,0,4,320
2/13/2020,27.5,20,15.4,71,0,5,323
2/14/2020,26.8,19.2,14.2,68,0,5,325
2/15/2020,25.9,20.8,15.5,74,0,2,331
2/16/2020,28.2,21.2,16.5,77,0,3.3,306
2/17/2020,29.6,22.4,17,75,0,2,346
2/18/2020,30,21.2,17.5,78,0,2,329
2/19/2020,29.4,21.5,16.8,69,0,3,350
2/20/2020,29.3,21.6,16.5,66,0,4,350
2/21/2020,32.1,23.3,16.7,60,0,4.7,323
2/22/2020,33.2,24.1,16.8,52,0,2.6,325
2/23/2020,30.8,24.1,18.3,61,0,4,293
2/24/2020,30.2,23.4,19,70,0,4,341
2/25/2020,26.5,21.6,19,70,0,8.7,350
2/26/2020,25.4,20.3,17.3,72,1,3,337
2/27/2020,27.5,19.8,14.4,78,2,2.2,347
2/28/2020,30.9,22.5,14.7,62,0,3.5,345
2/29/2020,32.4,23.5,16.2,57,0,3.5,287
3/1/2020,33,23.6,16.2,59,0,4,320
3/2/2020,31.2,24.5,16.7,60,0,4,320
3/3/2020,30.2,23.2,17.5,65,0,6,333
3/4/2020,32.8,24.3,17.4,59,0,2.8,337
3/5/2020,29.9,23.2,17.9,71,5,3.5,334
3/6/2020,29.4,21.9,19.2,78,0,2,357
3/7/2020,23.5,19.8,18,88,7,1.8,365
3/8/2020,28.7,22.1,17.4,82,5,4,366
3/9/2020,29.5,22.5,16.9,69,1,4,379
3/10/2020,30.5,23.4,16.9,64,0,2.5,386
3/11/2020,30.2,23.3,16.9,60,0,2.6,357
3/12/2020,32.9,25.3,18.3,56,0,4.3,369
3/13/2020,34.5,26.5,19.6,59,0,3,361
3/14/2020,34.7,27,20.5,63,0,5,348
3/15/2020,32.7,25.7,20.5,68,0,7.6,369
3/16/2020,32.8,25.2,19.5,65,0,2.7,328
3/17/2020,32,24.7,19.5,57,0,4,340
3/18/2020,31.5,24,18,60,0,4.7,354
3/19/2020,32,24.6,17.6,58,0,3,355
3/20/2020,32,24.7,18.7,59,0,3,369
3/21/2020,32.8,25.1,19.1,62,0,5,391
3/22/2020,27,21.3,17.7,81,5,3.5,399
3/23/2020,31,23.7,17.1,69,0,3.5,350
3/24/2020,31.5,23.9,18,69,0,3.5,343
3/25/2020,33.6,25.3,18.7,65,0,3.5,350
3/26/2020,33.7,27.1,20.9,62,0,1.7,352
3/27/2020,36,28.5,22,56,0,2.5,237
3/28/2020,35,28.4,22.4,60,0,4.8,337
3/29/2020,34.1,27.3,23.1,51,0,4,363
3/30/2020,34.5,27.1,20.2,45,0,5,387
3/31/2020,35.1,26.8,18.7,40,0,5.5,390
4/1/2020,35.8,27.3,20,39,0,2.2,411
4/2/2020,34.9,26.2,21.3,54,0,4.7,408
4/3/2020,35,27.7,21,60,0,4,400
4/4/2020,35.8,27.9,21,45,0,3,411
4/5/2020,35.7,28.3,21,54,0,3.2,103
4/6/2020,36.2,28,21.8,55,0,5,327
4/7/2020,36,29.3,22.8,56,0,3,382
4/8/2020,35.1,28.6,23.9,58,0,8,414
4/9/2020,36.2,28.6,22,58,0,1.7,224
4/10/2020,36.5,29.1,22.8,57,0,4.7,352
4/11/2020,36.5,26.7,23.3,66,0,4.5,257
4/12/2020,33.2,26.5,18,57,0,5.3,200
4/13/2020,36.4,28.3,19.7,52,0,5,347
4/14/2020,36.8,29.8,23,64,0,2,318
4/15/2020,33.5,25.5,24.2,71,0,6,312
4/16/2020,32.7,25.7,19.8,71,15,4.2,311
4/17/2020,25,21.6,17.9,87,34,7.3,294
4/18/2020,22.2,20.9,18.7,94,57,7.2,281
4/19/2020,33,26.2,19.9,75,64,4,314
4/20/2020,29.3,24.6,19.5,78,24,5,322
4/21/2020,32.2,26.8,20.4,76,8,4,314
4/22/2020,29.7,24.5,22.5,83,0,2.3,297
4/23/2020,31.9,25.3,20.9,73,2,2,346
4/24/2020,25.5,22,20.4,89,0,6,383
4/25/2020,28.6,24.3,19.6,79,34,4.5,411
4/26/2020,32,26,22,70,0,4,299
4/27/2020,33,26.3,22,74,0,2.3,367
4/28/2020,31.8,25.9,22,74,6,4.3,419
4/29/2020,32.5,26.3,22,74,0,3,419
4/30/2020,32.1,26.4,21.8,76,0,3,343
5/1/2020,33.4,28.3,21.8,70,1,2,394
5/2/2020,33.3,24.9,24.4,83,0,4,417
5/3/2020,32.1,26.5,19.9,77,31,3.2,451
5/4/2020,32.9,28.1,23.2,74,0,2.2,481
5/5/2020,31.9,25.3,22.3,91,130,2,504
5/6/2020,28.7,23.8,20.6,91,54,5.5,494
5/7/2020,33,27.1,21.3,73,39,2.5,345
5/8/2020,33.5,28,21.5,66,0,3,426
5/9/2020,34.4,28.8,24.3,69,0,2,423
5/10/2020,36.5,30.4,25,65,0,2.5,424
5/11/2020,36,29.7,26,71,0,4,485
5/12/2020,35.7,29.7,25,72,3,3.5,508
5/13/2020,25.3,23.1,21.4,90,4,4,519
5/14/2020,33.9,26.8,20.5,77,37,17,354
5/15/2020,33.5,28.3,23.6,78,4,2,375
5/16/2020,28.5,25.4,22,86,0,2.7,408
5/17/2020,34.1,28.2,21.6,76,68,4,435
5/18/2020,35.2,29.1,25.5,76,0,2.8,430
5/19/2020,33.7,29.4,25,82,3,2,341
5/20/2020,31.5,26.4,23.8,80,0,7.3,366
5/21/2020,26.7,25.3,24.2,95,9,4.8,286
5/22/2020,26.9,25.8,24.7,95,49,3.2,290
5/23/2020,34.1,29.1,24.5,82,11,4.2,384
5/24/2020,32.3,28.5,26.5,81,0,2.8,395
5/25/2020,25.4,24,21.4,94,51,2,355
5/26/2020,29,25.6,21.5,91,20,3,411
5/27/2020,27.2,23.3,21,91,62,4.8,434
5/28/2020,31.3,25.7,21,83,26,3,415
5/29/2020,30,26.4,22.8,85,12,1.8,414
5/30/2020,29.3,26.3,24.5,87,1,3,362
5/31/2020,29.2,26,23,89,25,3.2,404
6/1/2020,30.2,26.3,24.5,91,10,2.7,453
6/2/2020,32.5,27.7,24.2,88,17,2,464
6/3/2020,31.3,27.5,25.5,87,6,2,504
6/4/2020,28.6,26.2,24.8,94,7,3,543
6/5/2020,33.8,28.1,24.5,85,15,2.5,466
6/6/2020,28.4,25.7,23.6,96,30,3.4,416
6/7/2020,31.3,27.3,23.6,90,40,2.2,424
6/8/2020,31.8,27.4,24.6,89,17,2,452
6/9/2020,36,30.8,25.2,76,5,6,446
6/10/2020,32.7,28.2,26,88,28,2.7,469
6/11/2020,33.7,27.9,25.5,88,10,2,381
6/12/2020,31,27.5,25.6,89,14,2.3,415
6/13/2020,29,27.1,25.5,92,14,2,422
6/14/2020,35,29.4,26,83,15,3,419
6/15/2020,35.3,30,26.5,80,3,3,432
6/16/2020,34.9,29.5,27.5,83,0,2.7,462
6/17/2020,32.7,28.1,26.4,87,4,6,475
6/18/2020,29.2,27,25.5,93,4,3,421
6/19/2020,32.2,27.9,25.7,90,40,2.7,485
6/20/2020,34.7,29.6,26.2,82,9,3,407
6/21/2020,34,29.2,26,82,40,2.2,359
6/22/2020,34.9,29.2,26.2,82,6,2,377
6/23/2020,34.8,29,26.9,86,21,2,431
6/24/2020,31.8,27.9,27,92,13,2,379
6/25/2020,33.8,28.4,25.5,89,53,2,482
6/26/2020,28,26.2,24,97,28,2,491
6/27/2020,27.5,24.8,23.5,97,107,2,463
6/28/2020,28.1,25.7,23.5,93,52,2,477
6/29/2020,33.7,28.8,23.6,83,39,3,462
6/30/2020,33.2,28.5,26,88,4,3,466
7/1/2020,31.8,27.7,25.8,93,26,4.5,485
