Date,MaxTemperature,MeanTemperature,MinTemperature,RHumidity,Rainfall,WindSpeed,Demand(MW)
7/2/2020,32,28.5,25.8,90,148,3.5,478
7/3/2020,34.8,30,26.5,82,2,3.7,439
7/4/2020,32.8,28.3,26,89,85,1.8,437
7/5/2020,32.5,28,26.6,88,13,2.5,369
7/6/2020,33.9,28.9,26.2,85,26,3,399
7/7/2020,33.9,28.4,26.5,88,11,3,414
7/8/2020,34,29.2,26.5,86,20,1,454
7/9/2020,31.3,28.4,26.8,87,15,8.4,477
7/10/2020,31.8,28.1,25,89,15,6,500
7/11/2020,26.7,26,24.5,97,14,4,486
7/12/2020,30,26.8,24.5,95,91,2.8,495
7/13/2020,31.6,27.7,25.3,90,45,3.8,459
7/14/2020,32.4,27.7,25.5,90,51,2,421
7/15/2020,33.5,28.2,25.8,86,17,2,446
7/16/2020,33.8,29.6,25.5,81,20,2.5,477
7/17/2020,34,29.9,26.4,81,20,1,467
7/18/2020,33.2,29,26.7,84,20,6,491
7/19/2020,31.9,27.9,27.3,87,0,6.6,523
7/20/2020,27.8,26.6,24.8,96,29,5,468
7/21/2020,28.5,25.6,25,96,24,3,502
7/22/2020,30,26.5,24.5,94,78,1.2,468
7/23/2020,31.5,28.1,25.5,87,30,1.7,475
7/24/2020,31.2,27.6,26.1,89,12,4,482
7/25/2020,33.8,29.7,25.5,81,6,4,490
7/26/2020,33.4,29,26.3,87,7,2.2,505
7/27/2020,30.7,26.6,25.5,94,7,2.5,498
7/28/2020,33.4,28.9,25.4,85,34,3,512
7/29/2020,28.7,26.8,25.5,96,52,2.3,485
7/30/2020,32,28.2,25.5,90,62,2.2,513
7/31/2020,32,28.4,26.3,90,10,1.5,492
8/1/2020,35.3,30.3,26.3,81,6,1.7,529
8/2/2020,35,30.6,27.8,87,0,1.5,508
8/3/2020,36,31.9,27.9,82,6,1.7,533
8/4/2020,34.7,31.6,29.1,74,0,2.8,487
8/5/2020,36.7,31.7,29.2,67,0,7.8,514
8/6/2020,37.4,31.2,28,76,0,2.2,540
8/7/2020,34.7,30.1,27.9,80,0,6,478
8/8/2020,34.5,29.1,26.4,88,16,4,490
8/9/2020,35.7,29.3,27,86,9,2,499
8/10/2020,34,29.6,27,82,6,3,480
8/11/2020,33.2,28.1,27.4,90,3,2.5,492
8/12/2020,33.9,28.9,26,87,34,2,491
8/13/2020,36.1,30.9,26.8,77,3,1.7,484
8/14/2020,35,29.4,26.7,85,0,2,497
8/15/2020,34.2,27.9,25.8,85,83,2.5,451
8/16/2020,32,27.1,25.3,92,9,2.6,488
8/17/2020,30.6,27.1,25.2,92,25,2,514
8/18/2020,31.2,27.6,25.3,92,14,2.4,501
8/19/2020,34.4,29.3,25.9,80,5,2,507
8/20/2020,34,28.1,25.5,87,0,1.7,507
8/21/2020,32,27.4,25.2,88,21,2.3,444
8/22/2020,30,26.6,25.5,96,20,2,494
8/23/2020,33.4,29.5,25.9,83,13,1.8,474
8/24/2020,33.4,29.2,26.8,85,0,2.5,494
8/25/2020,35.5,29.4,25.5,79,0,2.3,482
8/26/2020,34.2,28.3,26.4,87,1,2.5,505
8/27/2020,32.7,28.3,25.8,85,44,3,529
8/28/2020,32.3,27.9,26,89,6,2.5,505
8/29/2020,32.3,27.8,25.5,90,35,2,518
8/30/2020,29.9,26.7,25.5,95,2,1.8,530
8/31/2020,31,27.7,25.5,93,21,4,491
9/1/2020,32.5,27.5,24.7,86,55,1.5,500
9/2/2020,35.3,30.4,24.8,75,55,3,549
9/3/2020,34,29.4,27.2,82,0,2,508
9/4/2020,33.9,28.9,26.5,87,0,2,474
9/5/2020,33.9,29.3,25.3,84,34,2,486
9/6/2020,30.7,27.9,26.4,89,1,4,508
9/7/2020,29.9,27.1,25.4,92,32,3,467
9/8/2020,30.7,26.9,25.4,94,34,2.5,465
9/9/2020,34.6,29.6,25.2,84,113,2,407
9/10/2020,31.5,27.2,25.9,94,23,2.3,464
9/11/2020,29.2,27.4,26,92,60,2,502
9/12/2020,28.4,26.8,25.4,96,34,2.5,513
9/13/2020,32.8,28.4,25.3,89,72,1.8,506
9/14/2020,32.5,27.7,26,89,14,3.5,505
9/15/2020,33.5,27.9,25.9,89,3,3.5,428
9/16/2020,28.7,26.3,25.5,96,5,2.5,466
9/17/2020,31,27.2,24.5,92,39,2.7,430
9/18/2020,33.9,29.7,25.6,84,1,2.7,437
9/19/2020,37.3,32.3,25.5,73,0,2,417
9/20/2020,36.7,32,28.5,66,0,4.5,449
9/21/2020,32.8,29,27.3,86,0,1.5,490
9/22/2020,29.3,26.5,25.5,95,39,4,428
9/23/2020,29.1,27.2,25.3,92,53,2,512
9/24/2020,27.3,26.3,25.6,95,36,3.3,521
9/25/2020,31.4,27.1,25.4,91,53,4.7,484
9/26/2020,28.8,25.8,25.2,96,61,4.5,523
9/27/2020,29.9,26.5,25,94,54,1.5,496
9/28/2020,30.6,27.2,25,91,9,6,488
9/29/2020,33.8,29.1,25.5,83,3,2.5,432
9/30/2020,35.3,30,25.5,78,0,2,472
10/1/2020,33.8,29.1,26.6,85,0,6,512
10/2/2020,31.8,28,26.5,87,0,2,537
10/3/2020,32.5,28.5,25.6,88,5,1.7,505
10/4/2020,31.5,27.7,25,89,0,2.7,546
10/5/2020,30.8,27,24.8,92,60,4,542
10/6/2020,28.4,25.9,24,95,105,2,536
10/7/2020,30,26.6,24,91,52,2,550
10/8/2020,33.7,28.6,24.8,84,3,2,539
10/9/2020,35.7,30.1,25.9,80,0,2,531
10/10/2020,33.4,29.2,26.8,87,0,3,549
10/11/2020,35.5,29.9,26.6,82,0,2,525
10/12/2020,35,29.7,26.3,83,0,2.3,537
10/13/2020,36.1,30.4,26.4,80,0,1.5,540
10/14/2020,33.6,29.6,26.6,78,0,2,528
10/15/2020,35.2,30.4,26.2,77,0,1.7,381
10/16/2020,35.7,30.2,26.7,80,0,1,278
10/17/2020,35.6,30.6,26,74,0,2,385
10/18/2020,33.3,28.8,26.1,81,0,2,444
10/19/2020,32,28.1,26.4,86,0,3,427
10/20/2020,34.7,29.4,25.5,80,1,4.7,460
10/21/2020,31.5,27.2,23.8,87,5,4.7,593
10/22/2020,27.7,25.1,23,93,95,2,509
10/23/2020,25.4,24.1,22.7,97,11,6.3,489
10/24/2020,27,24.7,23.1,95,40,5.5,435
10/25/2020,31.3,27.3,24,87,4,1.5,440
10/26/2020,33,27.2,24.4,86,1,1.3,465
10/27/2020,32.8,27.6,23.7,82,0,3.7,475
10/28/2020,34.8,28.2,23.6,77,0,4,430
10/29/2020,35.2,28.9,24.8,76,0,3,355
10/30/2020,36.1,29.8,24.1,64,0,3.3,320
10/31/2020,29.6,26,25.4,89,0,2.5,363
11/1/2020,32.4,26.8,23.5,84,12,2,358
11/2/2020,31.3,27.3,24.5,85,0,2.7,368
11/3/2020,31.7,27.4,24.9,86,0,2,365
11/4/2020,30.1,26,25.4,88,0,1,374
11/5/2020,30.6,23.8,23,78,0,1.7,386
11/6/2020,30.1,23.7,18.3,78,0,2,365
11/7/2020,30.7,24.3,17.8,74,0,2,369
11/8/2020,31.7,25,19.5,66,0,3.4,352
11/9/2020,31.4,24.7,19.5,67,0,4,349
11/10/2020,32,25.3,19,64,0,2,288
11/11/2020,32.7,25.7,20,65,0,2.2,297
11/12/2020,33.2,25.6,20.4,70,0,2,330
11/13/2020,33.2,25.6,20.8,70,0,2.7,303
11/14/2020,32,24.7,20.4,75,0,1.8,323
11/15/2020,31.7,25,20.3,77,0,2.7,306
11/16/2020,31.7,25.2,19.5,73,0,2.5,306
11/17/2020,29,23.9,21.4,84,0,1,308
11/18/2020,30.3,23.2,20.3,75,0,2,309
11/19/2020,28.4,22.2,18.2,71,0,3.2,321
11/20/2020,27.7,22.3,18.5,73,0,5.7,301
11/21/2020,28,23.3,19,79,0,5,322
11/22/2020,27,21.7,20,70,0,4.5,309
11/23/2020,28.1,21.1,14.7,69,0,2.2,314
11/24/2020,27.9,20.8,15.9,75,0,2.7,314
11/25/2020,28.2,20.7,15.7,70,0,1.7,319
11/26/2020,27.8,20.9,15.5,70,0,2,316
11/27/2020,29.2,22,17.3,68,0,3,296
11/28/2020,30.1,22.2,18.5,73,0,2,317
11/29/2020,30.8,21.8,16.7,75,0,4,313
11/30/2020,30.4,22.3,16.9,78,0,3,310
12/1/2020,30.2,22.4,16.9,71,0,2.5,315
12/2/2020,30.1,22.3,17.5,73,0,4,303
12/3/2020,29.2,22.3,16.8,77,0,2.5,295
12/4/2020,27.7,21.3,17,81,0,4,309
12/5/2020,27.1,21,17.4,83,0,3,318
12/6/2020,26.9,20.6,17,81,0,2.8,311
12/7/2020,25.5,20,17,82,0,2,316
12/8/2020,26.7,20.2,15.8,79,0,2,318
12/9/2020,26,20.2,16.2,84,0,2.8,298
12/10/2020,24.8,19.5,16,89,0,3.5,321
12/11/2020,23.2,18.3,16.4,92,0,6,295
12/12/2020,23.1,18.3,15.5,90,0,2.5,280
12/13/2020,24.7,19.3,15.3,87,0,1,310
12/14/2020,27.2,20.1,15.5,81,0,2,309
12/15/2020,26.2,19.7,14.6,86,0,1.5,320
12/16/2020,27.2,20.3,16.2,82,0,6,314
12/17/2020,26.8,19.7,16,86,0,2,309
12/18/2020,25,17.6,14.2,78,0,5.5,292
12/19/2020,25.5,17.3,11.3,72,0,5,311
12/20/2020,25.4,17.4,11.7,73,0,3,301
12/21/2020,27,18.7,11.8,71,0,1,313
12/22/2020,27.8,19.3,14.7,70,0,3,314
12/23/2020,27.8,20,15,70,0,2.3,311
12/24/2020,28.1,19.4,15,75,0,5.5,309
12/25/2020,27.2,19.3,13.9,74,0,2.7,302
12/26/2020,27,19.1,14,73,0,2.5,313
12/27/2020,26,18.3,13.4,74,0,5,316
12/28/2020,25.8,17.4,12.2,74,0,2,311
12/29/2020,26.4,17.7,12.1,74,0,5,322
12/30/2020,26.7,18,12,73,0,4,316
12/31/2020,26.9,18.3,13.2,73,0,2.7,324
1/1/2021,28.2,19.7,13.2,69,0,2,314
1/2/2021,28,19.7,13.9,72,0,3.7,329
1/3/2021,28.1,20.4,14.4,72,0,7,328
1/4/2021,28.8,20.1,15,72,0,4,323
1/5/2021,29,21,15.2,71,0,4.7,335
1/6/2021,28.6,21.1,15.5,74,0,6.5,326
1/7/2021,28.8,21.1,16.7,78,0,3,319
1/8/2021,28.3,20.8,16.5,74,0,2.5,311
1/9/2021,26.8,20.2,16,80,0,2,326
1/10/2021,25.3,20.2,16.2,83,0,2,334
1/11/2021,27.1,20.5,16.3,78,0,3,331
1/12/2021,26.8,19.9,15.5,81,0,3,329
1/13/2021,26.6,18.1,15.4,81,0,4,311
1/14/2021,24.6,17.5,12.8,74,0,3.3,339
1/15/2021,25.5,17.9,12.5,67,0,3,313
1/16/2021,24.5,16.8,12,73,0,2,327
1/17/2021,25.7,17.5,11.5,76,0,2,339
1/18/2021,26.8,19.2,12.5,79,0,1,336
1/19/2021,24.8,18,14.8,80,0,1,334
1/20/2021,23.8,19,14.5,81,0,2.5,330
1/21/2021,26,19.4,16.8,85,0,2.5,336
1/22/2021,25.8,19,15.1,74,0,2.5,315
1/23/2021,25.2,17.4,12.5,84,0,4,355
1/24/2021,24.8,17.7,13,85,0,1.5,333
1/25/2021,26.5,18.4,12.8,73,0,3,337
1/26/2021,27,18.5,13.3,74,0,5.5,330
1/27/2021,26.4,18.1,11.7,75,0,4,335
1/28/2021,26.4,18.1,13.2,81,0,3.7,328
1/29/2021,28.3,19.1,13.5,81,0,9,300
1/30/2021,26.5,18.8,14.2,82,0,5,335
1/31/2021,24.4,17.5,13.5,77,0,2,320
2/1/2021,23.8,16.5,10.3,78,0,2,335
2/2/2021,26.5,17.9,11,73,0,6,334
2/3/2021,28,19.4,13.2,72,0,4,319
2/4/2021,28.8,20.3,13.8,62,0,2.7,332
2/5/2021,30.4,21.5,14.5,59,0,5,316
2/6/2021,29.5,21,14.5,62,0,3.5,342
2/7/2021,25.8,18.8,14.6,68,0,4,344
2/8/2021,27.7,19.6,12.5,65,0,4,340
2/9/2021,30.6,21.1,14.8,63,0,4.3,346
2/10/2021,30.8,21.2,14.3,59,0,5,341
2/11/2021,29,20.6,13.8,62,0,4,318
2/12/2021,30,20.6,14.5,63,0,4,354
2/13/2021,30.1,20.9,15.2,63,0,1,346
2/14/2021,30.2,21.3,15.2,67,0,3.7,332
2/15/2021,29.2,21,15,65,0,1.7,351
2/16/2021,28.8,21,15.5,61,0,3.5,340
2/17/2021,29.4,22,15.5,62,0,3.7,340
2/18/2021,32.2,22.8,15.9,62,0,2,345
2/19/2021,32,23.7,15.3,56,0,1,324
2/20/2021,29.2,22.7,18.4,73,0,1.5,357
2/21/2021,31.5,22.9,15.9,69,0,6,365
2/22/2021,32.2,22.8,15.2,64,0,3,379
2/23/2021,32.3,23.4,15.9,60,0,2.5,383
2/24/2021,30.8,23.5,16.7,63,0,3,388
2/25/2021,29.3,22.9,18,75,0,4,369
2/26/2021,29.8,23.9,19,71,0,2,350
2/27/2021,30.2,23.8,19,77,0,2.5,259
2/28/2021,30.3,24.5,19,72,0,5,371
3/1/2021,32.5,25.6,21.2,73,0,2,378
3/2/2021,32.7,25.1,21,60,0,5.7,393
3/3/2021,31.8,24.6,19.5,51,0,2,391
3/4/2021,31,24.4,18.2,51,0,6.5,387
3/5/2021,30.7,24,18.5,69,0,1,285
3/6/2021,30,22.9,19,76,0,4.2,353
3/7/2021,30.4,24,18.8,74,30,5,406
3/8/2021,30.3,24.7,19.9,74,0,3,418
3/9/2021,30.4,25.5,21.5,75,4,4,420
3/10/2021,32.7,26.2,20.5,70,0,2,422
3/11/2021,33.5,26.2,20.5,66,0,5,396
3/12/2021,33.8,26.6,20.5,64,0,4,438
3/13/2021,33.4,26.2,21,66,0,4.7,456
3/14/2021,32.2,25.6,21,65,0,4.7,455
3/15/2021,33.2,25.7,19.5,67,0,4,470
3/16/2021,33.2,26,20.6,63,0,6,469
3/17/2021,34,26,20.4,62,0,2,469
3/18/2021,34.4,26.7,20.4,53,0,3,407
3/19/2021,34,26.7,20.1,56,0,2.7,428
3/20/2021,34,26.9,21.3,59,0,5.5,433
3/21/2021,35.2,28.1,22.2,52,0,3.5,466
3/22/2021,36.3,27.9,22.2,49,0,8,337
3/23/2021,36.4,28.2,21.4,48,0,4.3,288
3/24/2021,36.2,28.3,22,54,0,3,377
3/25/2021,36.8,28,22.5,49,0,6.5,373
3/26/2021,36,28,21.5,36,0,4,404
3/27/2021,36.6,27.7,21.3,40,0,4,445
3/28/2021,36.2,27.7,19.6,48,0,3.5,308
3/29/2021,35.5,27.5,21.4,54,0,3,433
3/30/2021,26.1,22,18.2,85,74,6.5,469
3/31/2021,32,25.3,20,74,19,5.3,445
4/1/2021,31.6,25.6,22,76,1,5.5,445
4/2/2021,29.6,24.5,19.6,79,11,4,498
4/3/2021,35,27.8,21.5,67,0,5.5,474
4/4/2021,35.7,27.9,21.8,49,0,4,466
4/5/2021,34.2,25.8,19.8,59,0,4,493
4/6/2021,34.8,26.5,21.2,66,0,2,517
4/7/2021,33.2,27.1,21.5,70,0,2,513
4/8/2021,31.7,26.2,23.4,75,0,2.8,484
4/9/2021,32,27,20,68,2,2,418
4/10/2021,34.5,28.2,24.2,73,0,3.3,446
4/11/2021,33,27.4,19.8,74,2,2,451
4/12/2021,33.4,28.2,24.9,71,0,2.5,501
4/13/2021,35.3,28.2,24.3,69,0,3.3,515
4/14/2021,34,28.2,23.3,68,1,3.5,512
4/15/2021,34,26.9,20,69,9,2,469
4/16/2021,32.5,26.2,20,68,11,5.5,509
4/17/2021,29.4,24.1,19,76,35,3.5,535
4/18/2021,32.3,26,21,74,0,5.5,535
4/19/2021,29.8,24.9,19.2,82,60,6.2,545
4/20/2021,32,25.9,21,71,9,2.7,522
4/21/2021,34.9,28.4,22.2,69,0,2,558
4/22/2021,34,28.7,22.2,75,2,3.5,504
4/23/2021,34.2,28.2,23.8,65,0,3.5,441
4/24/2021,35.7,29.3,22.2,59,0,2,406
4/25/2021,36.6,29.7,24,57,0,3.3,480
4/26/2021,37.5,30.5,25,55,0,5,377
4/27/2021,36.8,30.9,25,60,0,1.3,486
4/28/2021,34.8,29.3,22.7,65,0,3,498
4/29/2021,36.5,30.5,24.9,62,0,2,508
4/30/2021,36.3,29.3,24.8,59,0,2,486
5/1/2021,35,27.9,23.6,65,0,4,441
5/2/2021,35.5,27.1,23.1,70,0,4,357
5/3/2021,30.7,26.3,21,77,7,5,489
5/4/2021,30.2,24.6,23.3,82,2,3.3,351
5/5/2021,33.5,27.7,21.8,67,2,2,472
5/6/2021,32.4,26.5,21.2,74,6,1.8,395
5/7/2021,34,27.4,23,70,0,4.2,366
5/8/2021,30.5,25.9,21,75,24,5.7,390
5/9/2021,35,27.3,22.6,72,5,5,427
5/10/2021,34.6,27.9,22,69,0,3,398
5/11/2021,31.6,27.1,21.2,72,1,4.5,503
5/12/2021,32.6,27.4,23.7,76,2,2.5,362
5/13/2021,29.2,25.3,21.5,84,2,3,497
5/14/2021,30,25.4,22.5,90,27,2,566
5/15/2021,27.3,24.6,22.2,88,42,4.2,565
5/16/2021,31.8,27.1,22.9,79,22,1.8,310
5/17/2021,31.2,27.6,23.5,83,1,2.8,446
5/18/2021,26.4,24.9,24.4,98,29,5,508
5/19/2021,32.9,27.8,24.5,89,45,2,550
5/20/2021,29.5,25.6,24,95,14,2.5,514
5/21/2021,35,29.5,24,79,20,2,578
5/22/2021,34.2,30.3,25.2,79,0,2,552
5/23/2021,37.8,32.1,27,71,0,4,416
5/24/2021,38.3,30.9,26.1,68,0,2.5,447
5/25/2021,37.4,31.3,25.4,71,1,2,523
5/26/2021,35,30.3,27.4,78,1,2,503
5/27/2021,35.2,30.5,26.5,73,15,4,396
5/28/2021,35.2,30.5,25.9,69,0,3,424
5/29/2021,36.4,30.9,27.3,72,0,2,446
5/30/2021,33.7,29.4,24.2,83,0,3,458
5/31/2021,33,26.4,25.2,93,22,3,480
6/1/2021,27.4,25.7,24.3,98,75,6,532
6/2/2021,32.4,27.3,24,90,38,2,441
6/3/2021,32.5,27.6,24.4,89,5,5,503
6/4/2021,33.2,27.2,24.5,91,34,2,526
6/5/2021,26.5,24.9,23.5,95,104,4,513
